country_name,region,income_group,year,cohort_size,coverage,cancer_prevented,deaths_prevented,assumption_type,possible_cancer_cases,possible_cancer_deaths
Malaysia,East Asia & Pacific,Upper middle income,2024,243024.78,0.393333333,1048.37,881.59,Attain WHO Coverage Goal,2690.98,2250.73
Namibia,Sub-Saharan Africa,Upper middle income,2024,33095.26,0.3,292.48,207.86,Attain WHO Coverage Goal,1090.84,787.91
Niger,Sub-Saharan Africa,Low income,2024,432959.11,0.3,834.63,716.24,Attain WHO Coverage Goal,2886.55,2482.22
Nigeria,Sub-Saharan Africa,Lower middle income,2024,3405120.04,0.3,8978.64,6932.26,Attain WHO Coverage Goal,32913.6,25617.8
Nicaragua,Latin America & Caribbean,Lower middle income,2024,64501.9,0.3,400.82,272.39,Attain WHO Coverage Goal,1421.55,969.91
Netherlands,Europe & Central Asia,High income,2024,88397.92,0.74,371.24,160.07,Attain WHO Coverage Goal,515.77,224.84
Norway,Europe & Central Asia,High income,2024,31071.22,0.93,267.17,106.61,Attain WHO Coverage Goal,292.14,115.62
Nepal,South Asia,Lower middle income,2024,291662.61,0.3,1823.28,1439.38,Attain WHO Coverage Goal,6188.74,4874.88
New Zealand,East Asia & Pacific,High income,2024,31517.13,0.62,101.06,64.51,Attain WHO Coverage Goal,167.21,106.86
Oman,Middle East & North Africa,High income,2024,36264.74,0.3,78.16,60.31,Attain WHO Coverage Goal,262.58,202.16
Pakistan,South Asia,Lower middle income,2024,2631167.28,0.3,3384.27,2360.06,Attain WHO Coverage Goal,11578.08,8077.94
Panama,Latin America & Caribbean,High income,2024,38521.1,0.3,156.26,111.98,Attain WHO Coverage Goal,535.41,384.5
Peru,Latin America & Caribbean,Upper middle income,2024,263638.76,0.653333333,4041.32,2870.1,Attain WHO Coverage Goal,6532.04,4722.77
Philippines,East Asia & Pacific,Lower middle income,2024,1154618.95,0.3,4894.04,3463.15,Attain WHO Coverage Goal,17041.82,12316.95
Papua New Guinea,East Asia & Pacific,Lower middle income,2024,106095.89,0.3,742.74,582.87,Attain WHO Coverage Goal,2399.72,1841.24
Poland,Europe & Central Asia,High income,2024,187182.5,0.3,674.14,417.06,Attain WHO Coverage Goal,2325.43,1450.19
Portugal,Europe & Central Asia,High income,2024,43975.82,0.806666667,353.52,178.12,Attain WHO Coverage Goal,449.78,227.38
Paraguay,Latin America & Caribbean,Upper middle income,2024,67895.99,0.413333333,849.17,632.22,Attain WHO Coverage Goal,2086.64,1553.5
West Bank and Gaza,Middle East & North Africa,Lower middle income,2024,66124.3,0.3,186.37,143.92,Attain WHO Coverage Goal,601.05,460.05
Qatar,Middle East & North Africa,High income,2024,13369.49,0.3,15.66,17.92,Attain WHO Coverage Goal,52.56,58.57
Romania,Europe & Central Asia,High income,2024,96178.37,0.3,539.04,328.43,Attain WHO Coverage Goal,1806.67,1084.04
Russian Federation,Europe & Central Asia,Upper middle income,2024,910977.43,0.3,2921.47,1546.94,Attain WHO Coverage Goal,9757.38,5139.67
Rwanda,Sub-Saharan Africa,Low income,2024,175546.4,0.786666667,2991.73,2362.05,Attain WHO Coverage Goal,4252.41,3424.31
Saudi Arabia,Middle East & North Africa,High income,2024,293734.27,0.3,333.44,242.64,Attain WHO Coverage Goal,1043.55,740.4
Sudan,Sub-Saharan Africa,Low income,2024,608797.22,0.3,1227.39,950.51,Attain WHO Coverage Goal,4377.96,3420.27
Senegal,Sub-Saharan Africa,Lower middle income,2024,251006.74,0.44,3616.13,2899.73,Attain WHO Coverage Goal,7912.9,6278.81
Singapore,East Asia & Pacific,High income,2024,21307.54,0.3,58.22,43.41,Attain WHO Coverage Goal,198.55,148.2
Solomon Islands,East Asia & Pacific,Lower middle income,2024,8999.03,0.3,63.23,44.56,Attain WHO Coverage Goal,235.27,169.84
Sierra Leone,Sub-Saharan Africa,Low income,2024,124735.95,0.3,482.03,393.3,Attain WHO Coverage Goal,1527.3,1244.39
El Salvador,Latin America & Caribbean,Lower middle income,2024,55803.07,0.46,366.34,281.17,Attain WHO Coverage Goal,853.94,663.29
Somalia,Sub-Saharan Africa,Low income,2024,277884.03,0.3,1188.32,1002.94,Attain WHO Coverage Goal,4109.79,3474.57
Serbia,Europe & Central Asia,Upper middle income,2024,42991.32,0.3,199.71,118.33,Attain WHO Coverage Goal,667.19,388.38
São Tomé and Príncipe,Sub-Saharan Africa,Lower middle income,2024,3117.06,0.3,28.42,27.1,Attain WHO Coverage Goal,113.58,109.03
Suriname,Latin America & Caribbean,Upper middle income,2024,5176.92,0.313333333,32.87,23.03,Attain WHO Coverage Goal,106.83,75.42
Slovak Republic,Europe & Central Asia,High income,2024,27835.93,0.3,122.43,62.97,Attain WHO Coverage Goal,412.67,209.75
Slovenia,Europe & Central Asia,High income,2024,10713.6,0.633333333,39.56,26.88,Attain WHO Coverage Goal,63.43,42.74
Sweden,Europe & Central Asia,High income,2024,58120.34,0.853333333,416.36,183.09,Attain WHO Coverage Goal,497.2,217.7
Eswatini,Sub-Saharan Africa,Lower middle income,2024,15679.97,0.3,247.73,177.88,Attain WHO Coverage Goal,882.84,642.09
Chad,Sub-Saharan Africa,Low income,2024,294941.32,0.3,823.89,687.23,Attain WHO Coverage Goal,3013.83,2538.69
Togo,Sub-Saharan Africa,Low income,2024,122250.39,0.3,515.45,406.76,Attain WHO Coverage Goal,1854.51,1473.81
Thailand,East Asia & Pacific,Upper middle income,2024,383879,0.3,2123.35,1440.14,Attain WHO Coverage Goal,6881.67,4560.26
Tajikistan,Europe & Central Asia,Lower middle income,2024,119774.04,0.3,267.36,200.8,Attain WHO Coverage Goal,936.45,708.41
Turkmenistan,Europe & Central Asia,Upper middle income,2024,67867.33,0.99,821.94,555.18,Attain WHO Coverage Goal,832.57,559.73
Timor-Leste,East Asia & Pacific,Lower middle income,2024,15703.37,0.3,59.97,45.82,Attain WHO Coverage Goal,206.2,157.53
Tonga,East Asia & Pacific,Upper middle income,2024,1210.72,0.3,11.59,9.84,Attain WHO Coverage Goal,37.78,31.69
Trinidad and Tobago,Latin America & Caribbean,High income,2024,9772.94,0.353333333,76.96,51.06,Attain WHO Coverage Goal,210.64,139.58
Tunisia,Middle East & North Africa,Lower middle income,2024,98797.79,0.3,151.48,93.66,Attain WHO Coverage Goal,502.15,309.06
Türkiye,Europe & Central Asia,Upper middle income,2024,665460.61,0.3,1178.86,780.62,Attain WHO Coverage Goal,3994.28,2649.05
Tuvalu,East Asia & Pacific,Upper middle income,2024,137.85,0.48,1.75,1.43,Attain WHO Coverage Goal,4.21,3.53
Tanzania,Sub-Saharan Africa,Lower middle income,2024,897668.79,0.68,30562.05,22513.4,Attain WHO Coverage Goal,46473.07,34217.28
Uganda,Sub-Saharan Africa,Low income,2024,735886.96,0.593333333,16106.95,12735.63,Attain WHO Coverage Goal,30236.39,24351.55
Ukraine,Europe & Central Asia,Lower middle income,2024,247766.08,0.3,792.97,351.64,Attain WHO Coverage Goal,2625.23,1158.06
Uruguay,Latin America & Caribbean,High income,2024,23277.92,0.413333333,93.2,62.81,Attain WHO Coverage Goal,230.86,155.91
United States,North America,High income,2024,2000374.24,0.62,6825.13,3512.69,Attain WHO Coverage Goal,11188.25,5729.35
Uzbekistan,Europe & Central Asia,Lower middle income,2024,323921.87,0.88,2626.68,1781.17,Attain WHO Coverage Goal,3050.85,2068.33
Vietnam,East Asia & Pacific,Lower middle income,2024,718805.39,0.3,1585.91,1134.41,Attain WHO Coverage Goal,5378.65,3841.82
Vanuatu,East Asia & Pacific,Lower middle income,2024,3804.55,0.3,13.44,11.95,Attain WHO Coverage Goal,46.32,41.17
Samoa,East Asia & Pacific,Lower middle income,2024,2294.79,0.3,7.11,5.69,Attain WHO Coverage Goal,24.63,19.77
Kosovo,Europe & Central Asia,Upper middle income,2024,8785.58,0.3,15.46,9.44,Attain WHO Coverage Goal,51.24,30.89
South Africa,Sub-Saharan Africa,Upper middle income,2024,612329.54,0.526666667,8588.84,5007.92,Attain WHO Coverage Goal,16760.12,9831.03
Zambia,Sub-Saharan Africa,Low income,2024,289187.04,0.52,6806.32,4849.95,Attain WHO Coverage Goal,14526.24,10520.7
Zimbabwe,Sub-Saharan Africa,Lower middle income,2024,240841.47,0.566666667,5788.51,4420.32,Attain WHO Coverage Goal,11234.69,8694.31
Afghanistan,South Asia,Low income,2025,578806.89,0.4,1658.64,1284.18,Attain WHO Coverage Goal,4350.73,3378.59
Angola,Sub-Saharan Africa,Lower middle income,2025,574550.4,0.4,5941.41,4328.49,Attain WHO Coverage Goal,15908.33,11688.17
Albania,Europe & Central Asia,Upper middle income,2025,16255.5,0.4,38.71,23.82,Attain WHO Coverage Goal,96.94,59.11
United Arab Emirates,Middle East & North Africa,High income,2025,52682.85,0.4,167.31,128.29,Attain WHO Coverage Goal,406.5,307.72
Argentina,Latin America & Caribbean,Upper middle income,2025,370341.84,0.694444444,3521.44,2347.98,Attain WHO Coverage Goal,5119.77,3379.91
Armenia,Europe & Central Asia,Upper middle income,2025,20510.34,0.444444444,78.4,58.82,Attain WHO Coverage Goal,174.01,129.16
Australia,East Asia & Pacific,High income,2025,166770.05,0.766666667,629.42,343.82,Attain WHO Coverage Goal,843.26,464.7
Austria,Europe & Central Asia,High income,2025,41363.92,0.4,91.67,48.8,Attain WHO Coverage Goal,231.97,122.67
Azerbaijan,Europe & Central Asia,Upper middle income,2025,84935.72,0.4,204.35,138.8,Attain WHO Coverage Goal,518.35,351.2
Burundi,Sub-Saharan Africa,Low income,2025,200400.63,0.4,2613.12,2170.22,Attain WHO Coverage Goal,7145.45,5989.45
Belgium,Europe & Central Asia,High income,2025,66128.33,0.788888889,367.68,170.47,Attain WHO Coverage Goal,475.16,219.74
Benin,Sub-Saharan Africa,Lower middle income,2025,188168.48,0.4,707.72,519.31,Attain WHO Coverage Goal,1933.1,1428.89
Burkina Faso,Sub-Saharan Africa,Low income,2025,344672.9,0.4,1483.28,1223.22,Attain WHO Coverage Goal,4059.08,3379.58
Bangladesh,South Asia,Lower middle income,2025,1503413.79,0.4,4957.2,3497.03,Attain WHO Coverage Goal,12417.71,8720.06
Bulgaria,Europe & Central Asia,Upper middle income,2025,32649.19,0.416666667,202.05,114.3,Attain WHO Coverage Goal,489.64,271.66
Bahrain,Middle East & North Africa,High income,2025,10547.83,0.4,20.22,13.41,Attain WHO Coverage Goal,50.99,33.77
"Bahamas, The",Latin America & Caribbean,High income,2025,2559.4,0.4,16.3,11.96,Attain WHO Coverage Goal,41.38,30.39
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2025,15899.88,0.4,63.7,35.79,Attain WHO Coverage Goal,162.05,91.26
Belarus,Europe & Central Asia,Upper middle income,2025,59715.51,0.4,224.43,105.03,Attain WHO Coverage Goal,565.38,262.38
Belize,Latin America & Caribbean,Upper middle income,2025,3903.76,0.422222222,33.92,33.12,Attain WHO Coverage Goal,81.1,79.16
Bolivia,Latin America & Caribbean,Lower middle income,2025,121253.77,0.6,1794.12,1244.77,Attain WHO Coverage Goal,3110.05,2394.77
Brazil,Latin America & Caribbean,Upper middle income,2025,1451767.08,0.772222222,14551.91,8788.35,Attain WHO Coverage Goal,19312.11,11745.28
Barbados,Latin America & Caribbean,High income,2025,1526.39,0.555555556,15.18,10.35,Attain WHO Coverage Goal,28.32,19.3
Brunei Darussalam,East Asia & Pacific,High income,2025,3468.34,0.894444444,43.09,14.16,Attain WHO Coverage Goal,49.18,16.17
Bhutan,South Asia,Lower middle income,2025,6273.41,0.888888889,63.07,42.64,Attain WHO Coverage Goal,68.9,46.24
Botswana,Sub-Saharan Africa,Upper middle income,2025,28162.39,0.522222222,393.35,265.66,Attain WHO Coverage Goal,883.96,621.01
Central African Republic,Sub-Saharan Africa,Low income,2025,80811.85,0.4,388.79,319.53,Attain WHO Coverage Goal,1020.33,840.8
Canada,North America,High income,2025,195353.45,0.883333333,879.21,514.6,Attain WHO Coverage Goal,1016.5,592.11
Switzerland,Europe & Central Asia,High income,2025,42630.27,0.794444444,131.57,72.62,Attain WHO Coverage Goal,169.25,93.46
Chile,Latin America & Caribbean,High income,2025,125600,0.716666667,1135.11,791.96,Attain WHO Coverage Goal,1593.94,1105.42
China,East Asia & Pacific,Upper middle income,2025,8258276.92,0.4,28725.52,18576.69,Attain WHO Coverage Goal,71432.98,45573.2
Côte d’Ivoire,Sub-Saharan Africa,Lower middle income,2025,398533.63,0.627777778,5234.89,4103.65,Attain WHO Coverage Goal,8538.96,6663.28
Cameroon,Sub-Saharan Africa,Lower middle income,2025,413061.23,0.427777778,3522.46,2609.9,Attain WHO Coverage Goal,8632.9,6431.91
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2025,1539084.92,0.4,12808.1,10183.95,Attain WHO Coverage Goal,35349.71,28428.35
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2025,81596.13,0.4,557.94,384.8,Attain WHO Coverage Goal,1577.91,1109.54
Colombia,Latin America & Caribbean,Upper middle income,2025,363026.86,0.461111111,2674.13,1851.4,Attain WHO Coverage Goal,5885.72,4075.7
Comoros,Sub-Saharan Africa,Lower middle income,2025,12131.86,0.4,183.26,142.09,Attain WHO Coverage Goal,464.3,359.53
Cabo Verde,Sub-Saharan Africa,Lower middle income,2025,5400.59,0.4,34.63,31.33,Attain WHO Coverage Goal,84.56,75.91
Costa Rica,Latin America & Caribbean,Upper middle income,2025,35524.17,0.727777778,236.06,214.95,Attain WHO Coverage Goal,330.38,301.67
Cyprus,Europe & Central Asia,High income,2025,6737.91,0.4,14.43,18.8,Attain WHO Coverage Goal,36.64,47.15
Czech Republic,Europe & Central Asia,High income,2025,53647.55,0.4,185.14,113.91,Attain WHO Coverage Goal,471.64,289.89
Germany,Europe & Central Asia,High income,2025,370677.63,0.661111111,1620.99,833.87,Attain WHO Coverage Goal,2499.99,1279.45
Djibouti,Middle East & North Africa,Lower middle income,2025,10800.68,0.4,47.08,37.37,Attain WHO Coverage Goal,129.5,103.9
Denmark,Europe & Central Asia,High income,2025,28867.32,0.844444444,211.85,102.42,Attain WHO Coverage Goal,253.48,120.96
Dominican Republic,Latin America & Caribbean,Upper middle income,2025,100739.21,0.444444444,940.41,773.8,Attain WHO Coverage Goal,2129.64,1749.47
Algeria,Middle East & North Africa,Lower middle income,2025,467849.02,0.4,1597.96,1052.24,Attain WHO Coverage Goal,4021.75,2643.52
Ecuador,Latin America & Caribbean,Upper middle income,2025,160085.42,0.416666667,1360.71,960.54,Attain WHO Coverage Goal,3353.73,2376.95
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2025,1255583.61,0.4,1758.05,1334.66,Attain WHO Coverage Goal,4513.92,3433.16
Spain,Europe & Central Asia,High income,2025,217539.64,0.827777778,912.24,461.03,Attain WHO Coverage Goal,1125.66,568.48
Estonia,Europe & Central Asia,High income,2025,7337.49,0.716666667,88.3,31.38,Attain WHO Coverage Goal,125.49,44.56
Ethiopia,Sub-Saharan Africa,Low income,2025,1636751.07,0.816666667,21835.24,17633.07,Attain WHO Coverage Goal,27805.18,22534.08
Finland,Europe & Central Asia,High income,2025,30555.91,0.4,51.66,22.98,Attain WHO Coverage Goal,132.24,59.11
Fiji,East Asia & Pacific,Upper middle income,2025,8762.44,0.4,97.97,80.48,Attain WHO Coverage Goal,250.79,207.16
France,Europe & Central Asia,High income,2025,393728.9,0.605555556,1679.02,805.51,Attain WHO Coverage Goal,2825.51,1354.73
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2025,1163.24,0.577777778,19.49,16.21,Attain WHO Coverage Goal,28.53,22.3
Gabon,Sub-Saharan Africa,Upper middle income,2025,29466.21,0.4,284.99,174.95,Attain WHO Coverage Goal,750.85,464.43
United Kingdom,Europe & Central Asia,High income,2025,408849.47,0.727777778,2022.24,769.08,Attain WHO Coverage Goal,2827.39,1067.91
Georgia,Europe & Central Asia,Upper middle income,2025,28141.67,0.466666667,132.11,88.28,Attain WHO Coverage Goal,286.92,191.27
Ghana,Sub-Saharan Africa,Lower middle income,2025,411335.35,0.4,4018.93,2977.53,Attain WHO Coverage Goal,10367.81,7667.67
Guinea,Sub-Saharan Africa,Low income,2025,211176.76,0.4,2624.8,2100.02,Attain WHO Coverage Goal,7221.93,5826.59
"Gambia, The",Sub-Saharan Africa,Low income,2025,37775.71,0.566666667,883.67,800.9,Attain WHO Coverage Goal,1577.33,1426.8
Guinea-Bissau,Sub-Saharan Africa,Low income,2025,30868.45,0.4,334.65,273.58,Attain WHO Coverage Goal,850.1,695
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2025,18974.69,0.4,156.42,102.95,Attain WHO Coverage Goal,394.68,259.66
Greece,Europe & Central Asia,High income,2025,45377.45,0.4,153.2,72.49,Attain WHO Coverage Goal,394.09,187.44
Guatemala,Latin America & Caribbean,Upper middle income,2025,199996.49,0.483333333,1890.62,1350.2,Attain WHO Coverage Goal,4260.57,3081.25
Guyana,Latin America & Caribbean,Upper middle income,2025,7399.52,0.411111111,78.02,49.54,Attain WHO Coverage Goal,191.73,122.03
Honduras,Latin America & Caribbean,Lower middle income,2025,98078.47,0.694444444,1061,733.16,Attain WHO Coverage Goal,1631.27,1119.59
Croatia,Europe & Central Asia,High income,2025,19590.65,0.4,73.2,37.13,Attain WHO Coverage Goal,186.14,94.3
Haiti,Latin America & Caribbean,Lower middle income,2025,132420.15,0.4,626.57,516.47,Attain WHO Coverage Goal,1767.73,1472.41
Hungary,Europe & Central Asia,High income,2025,43216.79,0.855555556,517.45,223.34,Attain WHO Coverage Goal,615.55,264.79
Indonesia,East Asia & Pacific,Lower middle income,2025,2487367.84,0.427777778,22017.7,15596.98,Attain WHO Coverage Goal,54854.68,39432.35
India,South Asia,Lower middle income,2025,11870941.43,0.4,86337.77,63990.15,Attain WHO Coverage Goal,204017.41,147962.56
Ireland,Europe & Central Asia,High income,2025,35477.73,0.794444444,246.38,107.81,Attain WHO Coverage Goal,316.25,138.27
"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2025,681632.11,0.4,939.89,796.36,Attain WHO Coverage Goal,2307.72,1939.5
Iraq,Middle East & North Africa,Upper middle income,2025,532161.72,0.4,438.49,340.97,Attain WHO Coverage Goal,1104.94,857.73
Iceland,Europe & Central Asia,High income,2025,2258.56,0.9,11.58,7.29,Attain WHO Coverage Goal,13.14,8.29
Israel,Middle East & North Africa,High income,2025,81144.41,0.705555556,288.97,201.87,Attain WHO Coverage Goal,420.46,294.83
Italy,Europe & Central Asia,High income,2025,262597.76,0.4,597.15,230.59,Attain WHO Coverage Goal,1521.75,585.15
Jamaica,Latin America & Caribbean,Upper middle income,2025,23367.2,0.411111111,186.75,136.37,Attain WHO Coverage Goal,477.33,350.38
Jordan,Middle East & North Africa,Upper middle income,2025,107858.96,0.4,167.65,136.82,Attain WHO Coverage Goal,399.79,321.81
Japan,East Asia & Pacific,High income,2025,532878.1,0.4,2429.11,905.2,Attain WHO Coverage Goal,6195.13,2306.02
Kazakhstan,Europe & Central Asia,Upper middle income,2025,195840.92,0.4,1011.69,524.93,Attain WHO Coverage Goal,2653.76,1398.82
Kenya,Sub-Saharan Africa,Lower middle income,2025,736423,0.644444444,9955.07,6955.51,Attain WHO Coverage Goal,17614.05,12474.19
Kyrgyz Republic,Europe & Central Asia,Lower middle income,2025,79041.26,0.4,439.4,308.23,Attain WHO Coverage Goal,1122.49,787.8
Cambodia,East Asia & Pacific,Lower middle income,2025,179656.84,0.4,878.2,635.9,Attain WHO Coverage Goal,2217.3,1595.77
Kiribati,East Asia & Pacific,Lower middle income,2025,1432.8,0.4,13.79,10.96,Attain WHO Coverage Goal,40.13,33.26
"Korea, Rep.",East Asia & Pacific,High income,2025,225362.06,0.4,704.85,388.14,Attain WHO Coverage Goal,1797.74,991.34
Kuwait,Middle East & North Africa,High income,2025,30306.17,0.4,34.96,26.24,Attain WHO Coverage Goal,85.58,63.45
Lao PDR,East Asia & Pacific,Lower middle income,2025,80132.81,0.633333333,509.16,352.14,Attain WHO Coverage Goal,819.65,565.86
Lebanon,Middle East & North Africa,Lower middle income,2025,46980.89,0.4,80.86,58.12,Attain WHO Coverage Goal,209.53,151.24
Liberia,Sub-Saharan Africa,Low income,2025,73362.24,0.566666667,1215.42,990.31,Attain WHO Coverage Goal,2449.58,2027.86
Libya,Middle East & North Africa,Upper middle income,2025,66193.11,0.4,212.33,168.11,Attain WHO Coverage Goal,535.77,419.68
St. Lucia,Latin America & Caribbean,Upper middle income,2025,1109.52,0.744444444,17.51,13.97,Attain WHO Coverage Goal,24.05,19.22
Sri Lanka,South Asia,Lower middle income,2025,166516.85,0.655555556,1076.02,667.86,Attain WHO Coverage Goal,1687.08,1047.45
Lesotho,Sub-Saharan Africa,Lower middle income,2025,24406.66,0.4,293.67,212.61,Attain WHO Coverage Goal,852.11,633.82
Lithuania,Europe & Central Asia,High income,2025,15624.57,0.766666667,191.65,93.11,Attain WHO Coverage Goal,254.54,123.66
Luxembourg,Europe & Central Asia,High income,2025,3388.17,0.4,8.15,4.39,Attain WHO Coverage Goal,21.1,11.41
Latvia,Europe & Central Asia,High income,2025,8529.52,0.633333333,77.62,42.4,Attain WHO Coverage Goal,124.56,68.4
Morocco,Middle East & North Africa,Lower middle income,2025,348546.95,0.4,1493.84,941.54,Attain WHO Coverage Goal,3907.36,2470.33
Moldova,Europe & Central Asia,Upper middle income,2025,21961.03,0.594444444,154.69,95.2,Attain WHO Coverage Goal,266.62,165.18
Madagascar,Sub-Saharan Africa,Low income,2025,388246.52,0.4,4764.38,3682.16,Attain WHO Coverage Goal,12595.12,9789.84
Maldives,South Asia,Upper middle income,2025,3666,0.627777778,52.83,36.14,Attain WHO Coverage Goal,85.84,58.68
Mexico,Latin America & Caribbean,Upper middle income,2025,1119600.09,0.405555556,5391.58,3113.11,Attain WHO Coverage Goal,13463.57,7755.5
Marshall Islands,East Asia & Pacific,Upper middle income,2025,608.35,0.55,8.05,6.45,Attain WHO Coverage Goal,16.37,13.34
North Macedonia,Europe & Central Asia,Upper middle income,2025,11341.11,0.516666667,37.31,25.61,Attain WHO Coverage Goal,71.99,48.06
Mali,Sub-Saharan Africa,Low income,2025,356065.18,0.4,3019.51,2470.94,Attain WHO Coverage Goal,7877.36,6457.93
Malta,Middle East & North Africa,High income,2025,2094.26,0.99,8.59,6.71,Attain WHO Coverage Goal,8.81,6.77
Myanmar,East Asia & Pacific,Lower middle income,2025,473624.18,0.4,3423.08,2561.19,Attain WHO Coverage Goal,8719.23,6515.36
Montenegro,Europe & Central Asia,Upper middle income,2025,3543.58,0.4,27.95,17.92,Attain WHO Coverage Goal,71.25,44.09
Mongolia,East Asia & Pacific,Lower middle income,2025,37267.15,0.4,275.42,275.1,Attain WHO Coverage Goal,658.09,608.31
Mozambique,Sub-Saharan Africa,Low income,2025,506589.4,0.4,6138.73,5047.96,Attain WHO Coverage Goal,16247.2,13467.58
Mauritania,Sub-Saharan Africa,Lower middle income,2025,66640.97,0.4,557.96,428.45,Attain WHO Coverage Goal,1352.29,1029.28
Mauritius,Sub-Saharan Africa,Upper middle income,2025,6791.61,0.705555556,69,48.56,Attain WHO Coverage Goal,100.14,70.91
Malawi,Sub-Saharan Africa,Low income,2025,294368.34,0.466666667,5705.8,4631.23,Attain WHO Coverage Goal,13241.61,10876.52
Malaysia,East Asia & Pacific,Upper middle income,2025,245211.33,0.477777778,1287.96,1084.4,Attain WHO Coverage Goal,2720.46,2277.56
Namibia,Sub-Saharan Africa,Upper middle income,2025,33696.52,0.4,400.12,284.65,Attain WHO Coverage Goal,1118.95,809.02
Niger,Sub-Saharan Africa,Low income,2025,444892.49,0.4,1157.92,994.03,Attain WHO Coverage Goal,3002.29,2582.52
Nigeria,Sub-Saharan Africa,Lower middle income,2025,3473811.19,0.4,12304.45,9505.3,Attain WHO Coverage Goal,33853.08,26365.18
Nicaragua,Latin America & Caribbean,Lower middle income,2025,64633.07,0.4,537.65,365.49,Attain WHO Coverage Goal,1429.39,975.47
Netherlands,Europe & Central Asia,High income,2025,87728.59,0.766666667,382.23,165.12,Attain WHO Coverage Goal,512.38,223.64
Norway,Europe & Central Asia,High income,2025,30746.52,0.93,264.56,105.81,Attain WHO Coverage Goal,289.21,114.64
Nepal,South Asia,Lower middle income,2025,287776.87,0.4,2417.1,1909.55,Attain WHO Coverage Goal,6143.74,4841.8
New Zealand,East Asia & Pacific,High income,2025,31371.22,0.666666667,108.23,69.17,Attain WHO Coverage Goal,166.54,106.54
Oman,Middle East & North Africa,High income,2025,37813.49,0.4,108.86,84.04,Attain WHO Coverage Goal,274.29,211.25
Pakistan,South Asia,Lower middle income,2025,2667497.27,0.4,4594.01,3204.79,Attain WHO Coverage Goal,11785.62,8225.27
Panama,Latin America & Caribbean,High income,2025,38754.81,0.4,210.22,150.72,Attain WHO Coverage Goal,539.97,387.94
Peru,Latin America & Caribbean,Upper middle income,2025,259157.44,0.694444444,4237.65,3012.16,Attain WHO Coverage Goal,6440.81,4659.64
Philippines,East Asia & Pacific,Lower middle income,2025,1160037.22,0.4,6577.86,4661.6,Attain WHO Coverage Goal,17165.86,12417.53
Papua New Guinea,East Asia & Pacific,Lower middle income,2025,106742.5,0.4,1001.96,787.3,Attain WHO Coverage Goal,2427.77,1865.38
Poland,Europe & Central Asia,High income,2025,184262.19,0.4,886.46,548.8,Attain WHO Coverage Goal,2292.53,1430.4
Portugal,Europe & Central Asia,High income,2025,42845.78,0.822222222,351.62,177.35,Attain WHO Coverage Goal,438.73,221.95
Paraguay,Latin America & Caribbean,Upper middle income,2025,67828.06,0.494444444,1018.14,758.81,Attain WHO Coverage Goal,2090.67,1557.68
West Bank and Gaza,Middle East & North Africa,Lower middle income,2025,67446.4,0.4,254.58,196.69,Attain WHO Coverage Goal,615.41,471.21
Qatar,Middle East & North Africa,High income,2025,13729.6,0.4,21.45,24.57,Attain WHO Coverage Goal,54.02,60.26
Romania,Europe & Central Asia,High income,2025,93154.02,0.4,697.37,425.41,Attain WHO Coverage Goal,1752.73,1052.62
Russian Federation,Europe & Central Asia,Upper middle income,2025,928697.53,0.4,3977.66,2107.74,Attain WHO Coverage Goal,9962.75,5250.92
Rwanda,Sub-Saharan Africa,Low income,2025,176585,0.805555556,3112.62,2459.18,Attain WHO Coverage Goal,4314.93,3476.07
Saudi Arabia,Middle East & North Africa,High income,2025,298766.59,0.4,453.75,330.41,Attain WHO Coverage Goal,1064.75,755.87
Sudan,Sub-Saharan Africa,Low income,2025,615201.19,0.4,1665,1289.95,Attain WHO Coverage Goal,4457.5,3484.02
Senegal,Sub-Saharan Africa,Lower middle income,2025,255904.26,0.516666667,4362.96,3500.23,Attain WHO Coverage Goal,8126.65,6451.06
Singapore,East Asia & Pacific,High income,2025,20902.1,0.4,76.29,56.91,Attain WHO Coverage Goal,195.04,145.63
Solomon Islands,East Asia & Pacific,Lower middle income,2025,9294.41,0.4,87.42,61.64,Attain WHO Coverage Goal,243.7,176.01
Sierra Leone,Sub-Saharan Africa,Low income,2025,124762.73,0.4,650.29,530.75,Attain WHO Coverage Goal,1549.09,1262.57
El Salvador,Latin America & Caribbean,Lower middle income,2025,55559.77,0.533333333,424.75,326.25,Attain WHO Coverage Goal,853.4,663.24
Somalia,Sub-Saharan Africa,Low income,2025,282000.74,0.4,1622.85,1369.98,Attain WHO Coverage Goal,4211.27,3561.18
Serbia,Europe & Central Asia,Upper middle income,2025,41990.51,0.4,260.33,154.42,Attain WHO Coverage Goal,652.17,379.96
São Tomé and Príncipe,Sub-Saharan Africa,Lower middle income,2025,3133.7,0.4,38.39,36.62,Attain WHO Coverage Goal,114.94,110.36
Suriname,Latin America & Caribbean,Upper middle income,2025,5193.08,0.411111111,43.39,30.41,Attain WHO Coverage Goal,107.45,75.87
